,0
TCGA-BQ-5884-11A-01R-1592-07,-0.06603292
TCGA-BQ-5887-11A-01R-1965-07,-0.06739375
TCGA-BQ-5888-11A-01R-1592-07,-0.05700956
TCGA-BQ-5890-11A-01R-1592-07,-0.022065919
TCGA-BQ-5891-11A-01R-1592-07,-0.05657023
TCGA-BQ-5894-11A-01R-1592-07,-0.07734163
TCGA-BQ-7044-11A-01R-1965-07,-0.046699014
TCGA-BQ-7045-11A-01R-1965-07,-0.048086733
TCGA-BQ-7046-11A-01R-1965-07,-0.065638274
TCGA-BQ-7051-11A-02R-1965-07,-0.04397463
TCGA-BQ-7055-11A-01R-1965-07,-0.05479073
TCGA-BQ-7059-11A-01R-1965-07,-0.039587423
TCGA-BQ-7061-11A-01R-1965-07,-0.08346014
TCGA-DZ-6131-11A-01R-1965-07,-0.08620226
TCGA-DZ-6132-11A-01R-1965-07,-0.019110503
TCGA-DZ-6133-11A-01R-1965-07,-0.059263356
TCGA-DZ-6134-11A-01R-1965-07,-0.032745752
TCGA-GL-6846-11A-01R-1965-07,-0.076865986
TCGA-GL-7966-11A-01R-2204-07,-0.0456177
TCGA-GL-A59R-11A-11R-A26U-07,-0.07704046
TCGA-GL-A9DE-11A-11R-A37K-07,-0.064959876
TCGA-P4-A5E8-11A-12R-A28H-07,-0.05865285
TCGA-P4-A5ED-11A-11R-A28H-07,-0.08119489
TCGA-Y8-A8RY-11A-11R-A37K-07,-0.101770446
TCGA-X7-A8D6-11A-22R-A42C-07,-0.04681343
TCGA-X7-A8D7-11A-11R-A42C-07,-0.08026796
TCGA-AF-2689-11A-01R-A32Z-07,-0.045528818
TCGA-AF-2691-11A-01R-A32Z-07,-0.05847924
TCGA-AF-2692-11A-01R-A32Z-07,-0.041524418
TCGA-AF-3400-11A-01R-A32Z-07,-0.105379365
TCGA-AF-5654-11A-11R-1660-07,-0.09350447
TCGA-AG-3725-11A-01R-1736-07,-0.054307386
TCGA-AG-3731-11A-01R-1736-07,-0.041758303
TCGA-AG-3732-11A-01R-1660-07,-0.057300504
TCGA-AG-3742-11A-01R-1660-07,-0.05446409
TCGA-AH-6643-11A-01R-1830-07,-0.040204708
TCGA-A3-3358-11A-01R-1541-07,-0.05433004
TCGA-A3-3387-11A-01R-1541-07,-0.07199617
TCGA-B0-4700-11A-01R-1541-07,-0.051832635
TCGA-B0-4712-11A-02R-1503-07,-0.10791728
TCGA-B0-5402-11A-01R-1503-07,-0.037223764
TCGA-B0-5690-11A-01R-1541-07,-0.080448136
TCGA-B0-5691-11A-01R-1541-07,-0.04643071
TCGA-B0-5694-11A-01R-1541-07,-0.042367067
TCGA-B0-5696-11A-01R-1541-07,-0.06770618
TCGA-B0-5697-11A-01R-1541-07,-0.08169245
TCGA-B0-5699-11A-01R-1541-07,-0.075699985
TCGA-B0-5701-11A-01R-1541-07,-0.0389973
TCGA-B0-5703-11A-01R-1541-07,-0.055398285
TCGA-B0-5705-11A-01R-1541-07,-0.061700404
TCGA-B0-5706-11A-01R-1541-07,-0.0831722
TCGA-B0-5709-11A-01R-1541-07,-0.050005075
TCGA-B0-5711-11A-01R-1672-07,-0.06816706
TCGA-B0-5712-11A-01R-1672-07,-0.044099975
TCGA-B2-5636-11A-01R-1541-07,-0.042318434
TCGA-B2-5641-11A-01R-1541-07,-0.097091764
TCGA-B8-4619-11A-01R-1758-07,-0.060855996
TCGA-B8-4620-11A-01R-1758-07,-0.040203545
TCGA-B8-4622-11A-01R-1758-07,-0.052211784
TCGA-B8-5549-11A-01R-1541-07,-0.10452731
TCGA-B8-5552-11A-01R-1672-07,-0.080802456
TCGA-CJ-5672-11A-01R-1541-07,-0.076508306
TCGA-CJ-5676-11A-01R-1541-07,-0.056290418
TCGA-CJ-5677-11A-01R-1541-07,-0.06226166
TCGA-CJ-5678-11A-01R-1541-07,-0.06744867
TCGA-CJ-5679-11A-01R-1541-07,-0.051177748
TCGA-CJ-5680-11A-01R-1541-07,-0.050312746
TCGA-CJ-5681-11A-01R-1541-07,-0.033150315
TCGA-CJ-5689-11A-01R-1541-07,-0.05580415
TCGA-CJ-6030-11A-01R-1672-07,-0.060284846
TCGA-CJ-6033-11A-01R-1858-07,-0.060587365
TCGA-CW-5580-11A-02R-1672-07,-0.066314675
TCGA-CW-5581-11A-01R-1541-07,-0.07757073
TCGA-CW-5584-11A-01R-1541-07,-0.055411518
TCGA-CW-5585-11A-01R-1541-07,-0.07515702
TCGA-CW-5587-11A-01R-1541-07,-0.072611876
TCGA-CW-5589-11A-01R-1541-07,-0.06394465
TCGA-CW-5591-11A-01R-1541-07,-0.08466318
TCGA-CW-6087-11A-01R-1672-07,-0.079800874
TCGA-CW-6088-11A-01R-1672-07,-0.119913734
TCGA-CW-6090-11A-01R-1672-07,-0.08685858
TCGA-CZ-4863-11A-01R-1503-07,-0.097614765
TCGA-CZ-4864-11A-01R-1503-07,-0.055040814
TCGA-CZ-4865-11A-01R-1503-07,-0.07205346
TCGA-CZ-5451-11A-01R-1503-07,-0.07144783
TCGA-CZ-5452-11A-01R-1503-07,-0.0993542
TCGA-CZ-5453-11A-01R-1503-07,-0.09620078
TCGA-CZ-5454-11A-01R-1503-07,-0.087463036
TCGA-CZ-5455-11A-01R-1503-07,-0.1071469
TCGA-CZ-5456-11A-02R-1503-07,-0.100154005
TCGA-CZ-5457-11A-01R-1503-07,-0.0986959
TCGA-CZ-5458-11A-01R-1503-07,-0.10294691
TCGA-CZ-5461-11A-01R-1503-07,-0.07174901
TCGA-CZ-5462-11A-01R-1503-07,-0.10251709
TCGA-CZ-5463-11A-01R-1503-07,-0.07220727
TCGA-CZ-5465-11A-01R-1503-07,-0.117517434
TCGA-CZ-5466-11A-01R-1503-07,-0.057512533
TCGA-CZ-5467-11A-01R-1503-07,-0.08610369
TCGA-CZ-5468-11A-01R-1503-07,-0.08791315
TCGA-CZ-5469-11A-01R-1503-07,-0.09805773
TCGA-CZ-5470-11A-01R-1503-07,-0.08522266
TCGA-CZ-5982-11A-01R-1672-07,-0.094811454
TCGA-CZ-5984-11A-01R-1672-07,-0.061191604
TCGA-CZ-5985-11A-01R-1672-07,-0.084741354
TCGA-CZ-5986-11A-01R-1672-07,-0.068421535
TCGA-CZ-5987-11A-01R-1672-07,-0.057746563
TCGA-CZ-5988-11A-01R-1672-07,-0.07845317
TCGA-CZ-5989-11A-01R-1672-07,-0.07834628
TCGA-W5-AA2I-11A-11R-A41I-07,-0.11843893
TCGA-W5-AA2Q-11A-11R-A41I-07,-0.08213685
TCGA-W5-AA2R-11A-11R-A41I-07,-0.12510978
TCGA-W5-AA2U-11A-11R-A41I-07,-0.10901736
TCGA-W5-AA2X-11A-11R-A41I-07,-0.07094066
TCGA-W5-AA30-11A-11R-A41I-07,-0.06971381
TCGA-W5-AA31-11A-11R-A41I-07,-0.11811075
TCGA-W5-AA34-11A-11R-A41I-07,-0.12709773
TCGA-ZU-A8S4-11A-11R-A41I-07,-0.104925394
TCGA-A6-2671-11A-01R-A32Z-07,-0.069290444
TCGA-A6-2675-11A-01R-1723-07,-0.06159478
TCGA-A6-2678-11A-01R-A32Z-07,-0.060782373
TCGA-A6-2679-11A-01R-A32Z-07,-0.05346261
TCGA-A6-2680-11A-01R-A32Z-07,-0.06066662
TCGA-A6-2682-11A-01R-A32Z-07,-0.06721016
TCGA-A6-2683-11A-01R-A32Z-07,-0.07493116
TCGA-A6-2684-11A-01R-A32Z-07,-0.08375301
TCGA-A6-2685-11A-01R-A32Z-07,-0.07297769
TCGA-A6-2686-11A-01R-A32Z-07,-0.06717031
TCGA-A6-5659-11A-01R-1653-07,-0.07923645
TCGA-A6-5662-11A-01R-1653-07,-0.04804597
TCGA-A6-5665-11A-01R-1653-07,-0.06843114
TCGA-A6-5667-11A-01R-1723-07,-0.065649785
TCGA-AA-3489-11A-01R-1839-07,-0.04679839
TCGA-AA-3496-11A-01R-1839-07,-0.05087581
TCGA-AA-3511-11A-01R-1839-07,-0.050307628
TCGA-AA-3514-11A-01R-A32Z-07,-0.09212574
TCGA-AA-3516-11A-01R-A32Z-07,-0.07075442
TCGA-AA-3517-11A-01R-A32Z-07,-0.062796965
TCGA-AA-3518-11A-01R-1672-07,-0.069556184
TCGA-AA-3520-11A-01R-A32Z-07,-0.0737377
TCGA-AA-3522-11A-01R-A32Z-07,-0.069807075
TCGA-AA-3525-11A-01R-A32Z-07,-0.06413024
TCGA-AA-3527-11A-01R-A32Z-07,-0.067654945
TCGA-AA-3531-11A-01R-A32Z-07,-0.073159635
TCGA-AA-3534-11A-01R-A32Z-07,-0.054497436
TCGA-AA-3655-11A-01R-1723-07,-0.059086844
TCGA-AA-3660-11A-01R-1723-07,-0.07623539
TCGA-AA-3662-11A-01R-1723-07,-0.054955475
TCGA-AA-3663-11A-01R-1723-07,-0.0443797
TCGA-AA-3697-11A-01R-1723-07,-0.05903918
TCGA-AA-3712-11A-01R-1723-07,-0.05908999
TCGA-AA-3713-11A-01R-1723-07,-0.0779423
TCGA-AZ-6598-11A-01R-1774-07,-0.039505757
TCGA-AZ-6599-11A-01R-1774-07,-0.055156883
TCGA-AZ-6600-11A-01R-1774-07,-0.06877478
TCGA-AZ-6601-11A-01R-1774-07,-0.05716625
TCGA-AZ-6603-11A-02R-1839-07,-0.035496123
TCGA-AZ-6605-11A-01R-1839-07,-0.0736994
TCGA-F4-6704-11A-01R-1839-07,-0.05819725
TCGA-BC-A10Q-11A-11R-A131-07,-0.11841406
TCGA-BC-A10R-11A-11R-A131-07,-0.13099581
TCGA-BC-A10T-11A-11R-A131-07,-0.12749055
TCGA-BC-A10U-11A-11R-A131-07,-0.107648596
TCGA-BC-A10W-11A-11R-A131-07,-0.10252993
TCGA-BC-A10X-11A-11R-A131-07,-0.10802034
TCGA-BC-A10Y-11A-11R-A131-07,-0.10075358
TCGA-BC-A10Z-11A-11R-A131-07,-0.11051778
TCGA-BC-A110-11A-11R-A131-07,-0.14320084
TCGA-BC-A216-11A-11R-A155-07,-0.092928454
TCGA-BD-A2L6-11A-21R-A213-07,-0.060592916
TCGA-BD-A3EP-11A-12R-A22L-07,-0.112425655
TCGA-DD-A113-11A-12R-A131-07,-0.12124846
TCGA-DD-A114-11A-12R-A131-07,-0.080263205
TCGA-DD-A116-11A-12R-A26B-07,-0.09423814
TCGA-DD-A118-11A-11R-A131-07,-0.14081016
TCGA-DD-A119-11A-11R-A131-07,-0.13269517
TCGA-DD-A11A-11A-11R-A131-07,-0.12224603
TCGA-DD-A11B-11A-11R-A131-07,-0.101426825
TCGA-DD-A11C-11A-11R-A131-07,-0.12598445
TCGA-DD-A11D-11A-12R-A131-07,-0.100231186
TCGA-DD-A1EB-11A-11R-A131-07,-0.11986932
TCGA-DD-A1EC-11A-11R-A131-07,-0.11009059
TCGA-DD-A1EE-11A-11R-A131-07,-0.09700904
TCGA-DD-A1EG-11A-11R-A213-07,-0.096175276
TCGA-DD-A1EH-11A-11R-A131-07,-0.12182738
TCGA-DD-A1EI-11A-11R-A131-07,-0.10737925
TCGA-DD-A1EJ-11A-11R-A155-07,-0.11243667
TCGA-DD-A1EL-11A-11R-A155-07,-0.10141921
TCGA-DD-A39V-11A-11R-A213-07,-0.1220009
TCGA-DD-A39W-11A-11R-A213-07,-0.13746776
TCGA-DD-A39X-11A-11R-A213-07,-0.1398204
TCGA-DD-A39Z-11A-21R-A213-07,-0.12855265
TCGA-DD-A3A1-11A-11R-A213-07,-0.10441074
TCGA-DD-A3A2-11A-11R-A213-07,-0.12273158
TCGA-DD-A3A3-11A-11R-A22L-07,-0.11719482
TCGA-DD-A3A4-11A-11R-A22L-07,-0.11149266
TCGA-DD-A3A5-11A-11R-A22L-07,-0.1622217
TCGA-DD-A3A6-11A-11R-A22L-07,-0.18592706
TCGA-DD-A3A8-11A-11R-A22L-07,-0.14460108
TCGA-EP-A12J-11A-11R-A131-07,-0.110715695
TCGA-EP-A26S-11A-12R-A16W-07,-0.12596801
TCGA-EP-A3RK-11A-11R-A22L-07,-0.12056488
TCGA-ES-A2HT-11A-11R-A180-07,-0.08838613
TCGA-FV-A23B-11A-11R-A16W-07,-0.068197146
TCGA-FV-A2QR-11A-11R-A213-07,-0.07679485
TCGA-FV-A3I0-11A-11R-A22L-07,-0.1603257
TCGA-FV-A3I1-11A-11R-A22L-07,-0.10671919
TCGA-FV-A3R2-11A-11R-A22L-07,-0.09224151
TCGA-G3-A3CH-11A-11R-A22L-07,-0.1069486
TCGA-IC-A6RE-11A-12R-A336-31,-0.10477212
TCGA-IC-A6RF-11A-21R-A336-31,-0.12117445
TCGA-IG-A3I8-11A-11R-A24K-31,-0.11624776
TCGA-L5-A43C-11A-11R-A24K-31,-0.08245097
TCGA-L5-A4OF-11A-12R-A260-31,-0.08498245
TCGA-L5-A4OG-11A-12R-A260-31,-0.039947312
TCGA-L5-A4OJ-11A-12R-A260-31,-0.042492997
TCGA-L5-A4OM-11A-11R-A260-31,-0.048014026
TCGA-L5-A4OO-11A-12R-A260-31,-0.062434066
TCGA-L5-A4OQ-11A-12R-A260-31,-0.10439831
TCGA-L5-A4OR-11A-11R-A260-31,-0.08658112
TCGA-BL-A13J-11A-13R-A10U-07,-0.15532802
TCGA-BT-A20N-11A-11R-A14Y-07,-0.14629611
TCGA-BT-A20Q-11A-11R-A14Y-07,-0.16637574
TCGA-BT-A20R-11A-11R-A16R-07,-0.14713378
TCGA-BT-A20U-11A-11R-A14Y-07,-0.0898427
TCGA-BT-A20W-11A-11R-A14Y-07,-0.046894494
TCGA-BT-A2LA-11A-11R-A18C-07,-0.0907716
TCGA-BT-A2LB-11A-11R-A18C-07,-0.08249259
TCGA-CU-A0YN-11A-11R-A10U-07,-0.1396178
TCGA-CU-A0YR-11A-13R-A10U-07,-0.08107731
TCGA-GC-A3BM-11A-11R-A22U-07,-0.06880086
TCGA-GC-A3WC-11A-11R-A22U-07,-0.06469421
TCGA-GC-A6I3-11A-11R-A31N-07,-0.055621523
TCGA-GD-A2C5-11A-11R-A180-07,-0.05604798
TCGA-GD-A3OP-11A-11R-A220-07,-0.0778199
TCGA-GD-A3OQ-11A-21R-A220-07,-0.06144418
TCGA-K4-A3WV-11A-21R-A22U-07,-0.09099908
TCGA-K4-A54R-11A-11R-A26T-07,-0.09619432
TCGA-K4-A5RI-11A-11R-A28M-07,-0.05587218
