,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
TCGA-BH-A1EW-11B-33R-A137-07,0.2540634,-0.3474788,-0.2119122,0.15658878,-0.0052502584,0.15096717,-0.28787473,-0.100820094,-0.42823938,0.2645729,-0.3787339,0.072684914,-0.19934578,-0.069318414,0.433998,-0.16657782,-0.114902735,-0.11682358,-0.12257488,-0.13500936,0.040702444,0.26034304,-0.113016896,-0.2812712,-0.17576872,-0.21802366,0.158405,0.011443778,0.21272533,-0.27234283,0.23147717,-0.260388,0.13601802,0.24402386,-0.22042823,-0.20520005,-0.106274985,-0.24188153,0.07220343,0.53192043,0.25526223,-0.26861417,0.031991035,-0.14264935,0.20885925,-0.03938035,0.18031943,0.13606715,0.3202157,-0.5391229
TCGA-BH-A1F0-11B-23R-A137-07,0.14203641,-0.44726735,-0.008556986,0.13106139,-0.13995676,0.18492453,-0.29513437,0.013095929,-0.43769917,0.18961503,-0.22148873,0.029864518,-0.1407784,0.024938567,0.41853675,-0.19125947,-0.2148729,-0.08532634,-0.3667688,-0.112965226,0.077116154,0.2926425,-0.16928963,-0.4425567,-0.17438735,-0.28918403,0.19589444,0.087158784,0.22529107,-0.121012695,0.11847282,-0.19394827,0.18897673,0.25854138,-0.18011872,-0.1897835,-0.11592056,-0.22824802,0.040191356,0.47726318,0.23292202,-0.3392267,0.108535945,-0.106589645,0.17289084,-0.0885165,0.15565069,0.2331911,0.18994375,-0.41192174
TCGA-BH-A1F2-11A-32R-A13Q-07,0.24248044,-0.3956949,0.06558929,0.12926273,-0.12780891,0.2399918,-0.3130401,-0.016054628,-0.4345722,0.19931284,-0.20678015,0.21041295,-0.11345935,-0.02949007,0.43719232,-0.30274284,-0.21613365,-0.059205186,-0.2939132,-0.13392763,-0.06825635,0.26233804,-0.24568109,-0.4071276,-0.2215008,-0.2880385,0.2038446,0.10769595,0.19717439,-0.20767082,0.1748627,-0.25056982,0.21726239,0.26170546,-0.13413213,-0.16674787,-0.014828785,-0.15043966,0.05645003,0.53320193,0.23369305,-0.3570312,0.12398683,-0.11336057,0.20162648,-0.10235936,0.21030359,0.24540839,0.09800637,-0.29600787
TCGA-BH-A1F6-11B-94R-A13Q-07,0.21889211,-0.40106595,-0.021412775,0.15408193,-0.14992163,0.20714176,-0.37663314,-0.16195396,-0.49820164,0.11836152,-0.28364614,0.035139557,-0.19373581,0.03825718,0.51566017,-0.33974484,-0.18216503,-0.11362808,-0.15141009,-0.016983386,-0.10752758,0.25570616,-0.3560375,-0.601365,-0.17635092,-0.19050576,0.21399239,0.006947136,0.24621832,-0.27013046,0.19214332,-0.265253,0.21708173,0.22459729,-0.19408326,-0.149003,-0.0064151958,-0.19638512,0.15922795,0.5828714,0.23672715,-0.278166,0.11252412,-0.10914095,0.15848711,-0.08230885,0.17001924,0.17642839,0.18756717,-0.33225396
TCGA-BH-A1F8-11B-21R-A13Q-07,0.18113673,-0.42760023,-0.051428255,0.10946587,-0.10710842,0.118972465,-0.3206941,0.028537747,-0.46859422,0.19150563,-0.25424588,-0.009578326,-0.16565207,0.01890607,0.3475548,-0.21635655,-0.19968183,-0.120207325,-0.2768383,-0.11892753,0.060310204,0.30056006,-0.1399203,-0.3977857,-0.16905028,-0.2484268,0.2133607,0.08981939,0.2401165,-0.1020871,0.06814927,-0.1694607,0.20701626,0.24830493,-0.15537375,-0.16922271,-0.10724342,-0.2190884,0.029326666,0.5001602,0.2079066,-0.28162152,0.096679665,-0.12890102,0.18025568,-0.10111091,0.13491297,0.28331652,0.24298245,-0.46158856
TCGA-BH-A1FB-11A-33R-A13Q-07,0.21163036,-0.34547436,-0.17224976,0.13199513,0.00409888,0.08542075,-0.24481189,-0.0031434153,-0.47245595,0.2754015,-0.35551423,0.13136865,-0.09543927,-0.06682882,0.4320978,-0.1609266,-0.10784666,-0.12825574,-0.26428938,-0.19953236,0.057357386,0.27850863,-0.03360744,-0.19469024,-0.15965259,-0.22334237,0.14874987,0.09615017,0.2359301,-0.18424751,0.08557539,-0.16696963,0.19595493,0.26975864,-0.11162415,-0.18676637,-0.12753858,-0.2632404,-0.01805747,0.42124787,0.27552867,-0.2876448,-0.008768035,-0.14258893,0.23999456,-0.084492125,0.15650763,0.20159496,0.28689182,-0.5740653
TCGA-BH-A1FC-11A-32R-A13Q-07,0.15288495,-0.39139166,-0.031462364,0.1202817,-0.1536928,0.16960873,-0.28063267,0.008249509,-0.3962518,0.13442099,-0.21018341,0.030894453,-0.117558084,-0.0034264612,0.36033323,-0.18247911,-0.2185399,-0.082466505,-0.36028957,-0.13090931,0.08349965,0.26888484,-0.13667509,-0.43597543,-0.16583945,-0.2602015,0.18800375,0.1425626,0.1811987,-0.045400638,0.07548668,-0.057910822,0.17353623,0.25120118,-0.1546947,-0.19827116,-0.12693861,-0.20885332,0.0489953,0.35432088,0.23628654,-0.26902458,0.13213193,-0.14148514,0.20839022,-0.15519734,0.1732612,0.2534644,0.13443871,-0.4054333
TCGA-BH-A1FD-11B-21R-A13Q-07,0.16854379,-0.41877013,-0.016914854,0.14528602,-0.20404485,0.20688449,-0.28788027,-0.068287745,-0.3880901,0.13445885,-0.21911956,-0.009965032,-0.18573737,0.0013988772,0.41270068,-0.21134701,-0.24643965,-0.082038455,-0.33317012,-0.09006088,-0.04425939,0.29606795,-0.1996239,-0.52637005,-0.228487,-0.2404616,0.25213024,0.047550716,0.24248904,-0.09793826,0.19039074,-0.2724487,0.19829723,0.30196407,-0.20713207,-0.20752937,-0.0356034,-0.2041364,0.1428082,0.56191397,0.21938588,-0.34073526,0.16643676,-0.12739234,0.12438471,-0.048041184,0.1647128,0.22911257,0.19624878,-0.337023
TCGA-BH-A1FE-11B-14R-A13Q-07,0.2761097,-0.34501517,-0.23121913,0.18195583,0.00028360472,0.16009884,-0.3039035,-0.14067763,-0.49657604,0.3199842,-0.40993398,-0.011829624,-0.1598251,-0.08144763,0.4958345,-0.15365592,-0.06574198,-0.18338399,-0.12462314,-0.083491355,0.02604049,0.2862851,-0.06107703,-0.30596477,-0.2174677,-0.18302083,0.20250309,0.023885757,0.2882716,-0.32396522,0.22689123,-0.38391128,0.19820051,0.251268,-0.22742845,-0.22645432,-0.033107504,-0.21932282,0.14091507,0.6806361,0.27235684,-0.2530333,0.0061779665,-0.15720353,0.15580569,0.015770346,0.16950764,0.05575159,0.347516,-0.53422385
TCGA-BH-A1FG-11B-12R-A13Q-07,0.19997329,-0.32447523,-0.18079442,0.20475928,-0.16369604,0.026157819,-0.33277637,-0.10331488,-0.38969707,0.12617198,-0.29142475,-0.32944986,-0.2107247,0.122380525,0.40282714,-0.06597948,-0.14295025,-0.19993363,-0.24524191,0.00091122004,-0.029498821,0.29684082,-0.09232021,-0.5066677,-0.279789,-0.14257397,0.25980735,0.097799525,0.25040233,-0.059685502,0.1629334,-0.3187724,0.2513414,0.338352,-0.25584954,-0.2658928,-0.04531029,-0.23887473,0.18839392,0.7229688,0.21685006,-0.32694483,0.1597237,-0.1762443,0.014582972,0.020625755,0.122842245,0.14855228,0.23290497,-0.3908583
TCGA-BH-A1FH-11B-42R-A13Q-07,0.17047302,-0.45285964,0.011565399,0.14692564,-0.14646326,0.18111746,-0.3197685,0.07927981,-0.4130378,0.16346753,-0.19858575,-0.04826815,-0.12918822,0.0570548,0.38600734,-0.20288973,-0.23753273,-0.09273335,-0.29893446,-0.06695661,0.09381806,0.25463378,-0.17085895,-0.46632943,-0.16594651,-0.28120974,0.20251004,0.08942662,0.2048344,-0.07304106,0.110647865,-0.032377776,0.2153057,0.23907772,-0.17163989,-0.17638119,-0.144506,-0.16220982,0.036034755,0.4052561,0.18727152,-0.25598547,0.16189773,-0.11453011,0.20933026,-0.18320213,0.15610622,0.31386793,0.17217185,-0.36901793
TCGA-BH-A1FJ-11B-42R-A13Q-07,0.22846478,-0.38902858,-0.1387059,0.17693877,-0.11125112,0.148385,-0.36889872,-0.18855554,-0.48089132,0.17371587,-0.3482453,-0.06944416,-0.21482705,0.010242641,0.52098817,-0.20434892,-0.14946537,-0.16799147,-0.13475133,0.0028655105,-0.038063955,0.2786216,-0.21226668,-0.5461192,-0.18195696,-0.18867177,0.22042444,-0.02653454,0.2588669,-0.2324723,0.19339462,-0.281097,0.22302045,0.2638079,-0.25079194,-0.23566744,0.005241238,-0.18365228,0.1651572,0.6466183,0.23362029,-0.27284622,0.1193815,-0.1504308,0.10651007,-0.026279535,0.14127998,0.10680403,0.25791728,-0.36788565
TCGA-BH-A1FM-11B-23R-A13Q-07,0.19418713,-0.3772399,-0.059740603,0.14211941,-0.079501055,0.15589958,-0.29674238,-0.041944552,-0.49978244,0.25482652,-0.30504772,0.17012866,-0.14960791,-0.017019307,0.4626328,-0.19698119,-0.16953939,-0.108784355,-0.25155342,-0.14578095,-0.0048409635,0.2824784,-0.14933516,-0.3229138,-0.21059382,-0.24696545,0.16852115,0.08855359,0.19121377,-0.21068272,0.17219369,-0.24350454,0.21444866,0.25370014,-0.1654459,-0.19517618,-0.070836164,-0.20458254,0.056775603,0.5650256,0.20853609,-0.3106783,0.07425461,-0.11133058,0.2232017,-0.08581981,0.14305942,0.18784523,0.23414183,-0.45410743
TCGA-BH-A1FN-11A-34R-A13Q-07,0.20826307,-0.4384714,-0.14339377,0.12179479,-0.13064767,0.19695601,-0.27786478,-0.028087046,-0.40120324,0.15993947,-0.2113295,-0.08003383,-0.17962827,0.026432632,0.46686417,-0.19547108,-0.19352661,-0.18037194,-0.21875958,-0.073172264,0.15682316,0.29377997,-0.14302185,-0.5020578,-0.15821326,-0.24883083,0.22767836,0.043181203,0.19968714,-0.09924628,0.10182378,-0.10876595,0.23375492,0.2236583,-0.18849601,-0.23095965,-0.101353906,-0.2711546,0.0860978,0.41201925,0.13046981,-0.1821161,0.09002482,-0.194604,0.18939842,-0.1466247,0.12696028,0.15988404,0.2018881,-0.46317878
TCGA-BH-A1FR-11B-42R-A13Q-07,0.17592156,-0.3637611,-0.079737015,0.08719575,-0.056712713,0.17137513,-0.25138015,-0.06988785,-0.461004,0.18748322,-0.27970967,0.119847625,-0.132983,-0.014547504,0.440451,-0.21422614,-0.1669578,-0.10730554,-0.24854204,-0.11686958,0.099652365,0.23649809,-0.11195788,-0.34090847,-0.1472961,-0.2446656,0.16661714,0.07760281,0.22302276,-0.1442545,0.10378891,-0.103670254,0.16096175,0.17994437,-0.13613479,-0.15009543,-0.13678935,-0.2667501,0.031541232,0.35708028,0.20838228,-0.22723265,0.054115564,-0.1755443,0.25401047,-0.15019402,0.101130486,0.16128747,0.20410348,-0.5551602
TCGA-BH-A1FU-11A-23R-A14D-07,0.22372009,-0.37464523,-0.066287555,0.13308789,-0.011505909,0.14451018,-0.2713394,0.016990313,-0.5207103,0.299202,-0.3068921,0.27112994,-0.10988725,-0.10821438,0.4357189,-0.19332887,-0.1816547,-0.11108883,-0.24732916,-0.1827092,0.07951575,0.26759562,-0.120989785,-0.17869498,-0.19647901,-0.26488853,0.14678559,0.087333046,0.1643736,-0.24945977,0.11744582,-0.1976247,0.18269351,0.24988784,-0.08435297,-0.14696687,-0.096123144,-0.23475407,-0.010186852,0.48075345,0.24378355,-0.29468182,0.03032542,-0.11197351,0.26171845,-0.08831504,0.15896292,0.19604279,0.27984446,-0.53451043
TCGA-BH-A203-11A-42R-A169-07,0.18407503,-0.3683651,-0.054673567,0.12827325,-0.069654845,0.19395402,-0.30699745,-0.100491084,-0.49853718,0.25665024,-0.32663694,0.05769495,-0.15765439,-0.03194366,0.4475891,-0.19741513,-0.12501355,-0.1220727,-0.1920119,-0.12255491,-0.036547862,0.27407286,-0.18453202,-0.3737285,-0.25334772,-0.23560098,0.20981386,0.057808768,0.2730213,-0.2717741,0.22691956,-0.355796,0.19676936,0.27583614,-0.21023482,-0.17706768,-0.029513221,-0.25278956,0.104903035,0.67548454,0.22435544,-0.31831387,0.06402183,-0.09310798,0.1457072,-0.013540199,0.2099563,0.17958972,0.25455108,-0.48440653
TCGA-BH-A204-11A-53R-A157-07,0.1845361,-0.41934305,0.22341964,0.1219087,-0.26610255,0.30133227,-0.34580994,-0.07795144,-0.24097754,0.016576156,0.019154089,0.09924528,-0.20865752,0.102358095,0.4038109,-0.3760423,-0.29558924,-0.078657985,-0.3207664,-0.0533149,-0.13999793,0.30921397,-0.41686648,-0.61336213,-0.27416274,-0.28055444,0.27610675,0.12990206,0.19437757,-0.101517074,0.19147807,-0.30089882,0.24012211,0.28868452,-0.20044413,-0.16863045,-0.01651885,-0.12353192,0.14457266,0.62026715,0.20204408,-0.34913233,0.25178078,-0.14000067,0.13113089,-0.16067618,0.17884687,0.33250898,-0.019474637,-0.0063336175
TCGA-BH-A208-11A-51R-A157-07,0.22607334,-0.3278974,-0.19496769,0.15661843,0.06512192,0.09394294,-0.2926876,0.047956977,-0.52889127,0.34481686,-0.3696198,0.114085495,-0.12934563,-0.07815691,0.40940648,-0.1434178,-0.13383916,-0.09933453,-0.27187568,-0.17721552,0.07739519,0.26769373,-0.042935554,-0.14129396,-0.24233681,-0.22941808,0.14080006,0.1262651,0.18906878,-0.22896826,0.1373245,-0.24235322,0.16334014,0.25308877,-0.1662803,-0.19782558,-0.08003253,-0.26890633,-0.03173939,0.5396476,0.24154769,-0.34647685,0.020267993,-0.16269077,0.2035355,-0.028933818,0.18396293,0.19943929,0.29516247,-0.5832527
TCGA-BH-A209-11A-42R-A157-07,0.19829053,-0.4324425,-0.074531354,0.15530396,-0.07188122,0.22527164,-0.31232485,-0.07807231,-0.4634867,0.17849894,-0.23369281,0.068916775,-0.1954997,-0.012315141,0.5013945,-0.22807772,-0.20422342,-0.058650814,-0.18682833,-0.06434805,0.02506301,0.28474787,-0.230083,-0.5008093,-0.1482641,-0.20413077,0.19684169,-0.0039279116,0.26173264,-0.18718946,0.15722612,-0.16588512,0.22380051,0.22174898,-0.20012279,-0.18534425,-0.055509027,-0.22211029,0.08490276,0.4856139,0.20920916,-0.24100341,0.1189051,-0.14317754,0.20340475,-0.070716254,0.19649558,0.21610011,0.20452152,-0.46993884
TCGA-E2-A153-11A-31R-A12D-07,0.19342153,-0.32471997,-0.110368334,0.13300902,0.038004667,0.09404387,-0.26979685,0.0726227,-0.47986877,0.23026383,-0.35146376,0.17597835,-0.12335545,-0.06623141,0.34516096,-0.18987058,-0.18020643,-0.11053804,-0.17394672,-0.16270836,0.08695708,0.21846586,-0.023338998,-0.09187171,-0.17051928,-0.32057947,0.13111871,0.061596226,0.16756089,-0.19094141,0.07984595,-0.07922856,0.14247036,0.23238084,-0.1494813,-0.18281522,-0.16507475,-0.29710484,-0.027031723,0.31867462,0.27598473,-0.22389452,0.03457702,-0.12946093,0.2968521,-0.16223097,0.10952931,0.16453122,0.26371253,-0.5777622
TCGA-E2-A158-11A-22R-A12D-07,0.13140826,-0.40031907,0.27506503,0.13897675,-0.21587615,0.21016476,-0.28438833,-0.030901687,-0.24139579,0.02927992,0.071864165,0.17988619,-0.1782927,0.13675168,0.34928307,-0.42092296,-0.2819699,-0.023314985,-0.25659123,-0.013567329,-0.027479995,0.27385032,-0.46695083,-0.45449263,-0.20605324,-0.22132243,0.21952374,0.15551251,0.18354273,-0.12990357,0.16158569,-0.26371902,0.20961174,0.24933062,-0.16234188,-0.1885966,-0.05539925,-0.12661523,0.033461895,0.42798442,0.22086908,-0.3089403,0.23856094,-0.10628421,0.20742224,-0.17736253,0.063140176,0.27349368,-0.0872039,-0.024470134
TCGA-E2-A15I-11A-32R-A137-07,0.19181223,-0.38161227,0.15880068,0.14362206,-0.23095082,0.23992567,-0.28077963,-0.18232086,-0.2072017,0.07773221,0.0074666054,0.05926139,-0.14516348,0.11493363,0.43264887,-0.29067916,-0.25614512,-0.10300436,-0.27729693,-0.07096723,-0.16320328,0.3340169,-0.3192241,-0.5587462,-0.29709426,-0.18064016,0.2908124,0.10293864,0.2451677,-0.15626524,0.25440252,-0.4031727,0.23782827,0.31298935,-0.24300577,-0.17977822,0.064998604,-0.1887718,0.21220165,0.72037596,0.26124942,-0.41309676,0.2540262,-0.08426401,0.10907199,-0.0060383193,0.17133586,0.24444544,0.050587595,-0.045400776
TCGA-E2-A15K-11A-13R-A12P-07,0.07607903,-0.4566263,0.14463617,0.09163405,-0.22091469,0.19901496,-0.2255249,0.28546357,-0.34813762,0.11324024,0.005792181,0.035349194,-0.080220014,0.10064698,0.2327288,-0.18476568,-0.339032,-0.040154453,-0.56911457,-0.16207346,0.2398313,0.26331702,-0.07504311,-0.3595696,-0.124598816,-0.34203646,0.19546865,0.26347682,0.113568276,0.17076606,-0.065291286,0.14492726,0.1976084,0.26181424,-0.13881628,-0.16557923,-0.23694602,-0.28385627,-0.050750285,0.19503346,0.17080197,-0.2692825,0.13348275,-0.13482706,0.2803957,-0.34561628,0.13444252,0.45031402,0.06407229,-0.35409653
TCGA-E2-A15M-11A-22R-A12D-07,0.16685629,-0.409867,0.07251659,0.1546569,-0.11381202,0.10127877,-0.36003545,-0.023007765,-0.43827915,0.07838523,-0.2126236,0.077624284,-0.19725011,0.030902969,0.41816896,-0.240158,-0.22903289,-0.0760896,-0.2516392,-0.04367551,-0.03540374,0.28525427,-0.28709206,-0.45878428,-0.18642828,-0.29620478,0.22000888,0.08813097,0.22568372,-0.12642324,0.09691101,-0.20491643,0.18980928,0.2993775,-0.19108325,-0.20238765,-0.06248137,-0.19001335,0.0022545827,0.47026837,0.19765536,-0.32711703,0.1368049,-0.12569258,0.20563258,-0.15917693,0.09332108,0.28159747,0.12312641,-0.29138035
TCGA-E2-A1BC-11A-32R-A12P-07,0.12518106,-0.2424224,0.30654153,0.16261995,-0.3629198,0.21825974,-0.17149961,-0.038465213,0.134415,-0.03927446,0.22567675,0.05341872,-0.12864101,0.2469185,0.26596227,-0.28934172,-0.36837453,-0.13617975,-0.4114454,-0.13642308,-0.109510794,0.36088932,-0.2714131,-0.4619831,-0.37502146,-0.2159969,0.32615006,0.2393289,0.19668883,-0.0060432716,0.19221193,-0.3377425,0.27184492,0.3362394,-0.2520894,-0.2580579,0.019001959,-0.1066084,0.15656489,0.442534,0.2718976,-0.3807225,0.3456892,-0.041363887,0.11299264,-0.09152284,0.12848128,0.2907483,-0.15321185,0.25716987
TCGA-E2-A1IG-11A-22R-A144-07,0.17581083,-0.40601674,0.07751183,0.12689123,-0.14622645,0.185553,-0.3419406,0.029936515,-0.4051985,0.13597678,-0.18410726,0.18926613,-0.13505343,-0.045305435,0.36023667,-0.28667885,-0.23363945,-0.06955702,-0.2672786,-0.12568685,-0.045239706,0.26450154,-0.21155043,-0.40827918,-0.25654393,-0.30388469,0.21042508,0.09854142,0.20056319,-0.18732828,0.14910375,-0.19372003,0.22286277,0.2926696,-0.11607186,-0.13603435,-0.046616744,-0.19151132,0.07502098,0.48608813,0.2534985,-0.2863471,0.17475162,-0.12133099,0.21366179,-0.14626017,0.219141,0.28728935,0.12504214,-0.3038716
TCGA-E2-A1L7-11A-33R-A144-07,0.15697828,-0.36846775,-0.10893392,0.12322481,0.021107662,0.14153098,-0.29198804,0.12351777,-0.50827223,0.2713248,-0.30382708,0.14157937,-0.12952186,-0.056898437,0.34768412,-0.15717475,-0.16068874,-0.13238932,-0.2737687,-0.1554242,0.1694546,0.26319543,-0.026730217,-0.20520532,-0.13225706,-0.2701644,0.14600424,0.12722346,0.2040133,-0.15066446,0.05186544,-0.029732704,0.16845523,0.23092872,-0.10229722,-0.20779239,-0.13458343,-0.26371425,-0.03694795,0.29269028,0.22799502,-0.2229368,0.040607825,-0.1401033,0.30985993,-0.17504756,0.13565935,0.23870824,0.23024634,-0.5593931
TCGA-E2-A1LB-11A-22R-A144-07,0.19902143,-0.26234496,-0.22627784,0.1364952,0.033312205,0.027077373,-0.2078751,0.12875183,-0.47633266,0.2671918,-0.32079604,0.10898812,-0.13698593,-0.10225841,0.23788948,-0.08716088,-0.12683731,-0.13376468,-0.18998732,-0.22703734,0.16316031,0.26482618,0.0906294,0.038172033,-0.23940553,-0.23570862,0.16337386,0.14553961,0.20262788,-0.19869958,0.13418524,-0.23069325,0.22928813,0.28535664,-0.124956876,-0.18888694,-0.17152947,-0.31326792,-0.089114286,0.48111433,0.3164335,-0.26380748,0.006636257,-0.13147235,0.21506286,-0.051810794,0.12312423,0.21735825,0.31269717,-0.58881634
TCGA-E2-A1LH-11A-22R-A14D-07,0.14224617,-0.2865062,-0.23463531,0.15834266,0.007409448,0.0202422,-0.1821358,0.09437616,-0.46270293,0.31497374,-0.40984276,0.05330317,-0.099838935,-0.10148825,0.29930344,-0.092762716,-0.12784366,-0.1198712,-0.30886835,-0.19541901,0.17130361,0.30596477,0.06533532,-0.019518498,-0.20705621,-0.22605342,0.1444998,0.14467336,0.19727716,-0.16461661,0.1158034,-0.117957845,0.20417999,0.26768926,-0.1516827,-0.158272,-0.17556019,-0.31972042,-0.04216972,0.3625835,0.2757559,-0.25755185,-0.008053784,-0.17759235,0.19974487,-0.065203846,0.1611671,0.18399736,0.27125478,-0.6487134
TCGA-E2-A1LS-11A-32R-A157-07,0.18419902,-0.32244122,0.30477953,0.1726627,-0.33042297,0.25833368,-0.316561,-0.1607676,-0.015342544,-0.02049231,0.091947265,0.05193527,-0.15553233,0.15341137,0.37364334,-0.37932113,-0.325282,-0.08197641,-0.27114725,-0.033544138,-0.15988047,0.35418752,-0.37267345,-0.5541702,-0.33399278,-0.20373216,0.3314075,0.14211722,0.25422218,-0.09145072,0.2859876,-0.46222958,0.2868094,0.3499779,-0.29603612,-0.22386631,0.052374605,-0.087517485,0.24052523,0.6726662,0.21567407,-0.4137325,0.34603316,-0.12751575,0.059933692,-0.04333943,0.17808196,0.27975896,-0.109217174,0.22483328
TCGA-E9-A1N4-11A-33R-A14M-07,0.24910845,-0.27556035,-0.24379808,0.11834276,0.042860933,0.08387309,-0.2759297,0.02804385,-0.47975588,0.31737056,-0.37504748,0.057976265,-0.10835034,-0.13172647,0.3826793,-0.09773707,-0.105504505,-0.17765838,-0.15794381,-0.20268404,0.12908739,0.29566273,0.0020841723,-0.10354089,-0.20779727,-0.21286292,0.17030053,0.09744184,0.2217148,-0.2320056,0.1463232,-0.22306135,0.18336934,0.26981845,-0.17044558,-0.2230923,-0.14807582,-0.3397386,0.005214242,0.4674959,0.29052672,-0.2747261,-0.0076675965,-0.1513173,0.18639104,-0.040724393,0.15915509,0.09943242,0.320616,-0.59746975
TCGA-E9-A1N5-11A-41R-A14D-07,0.2586582,-0.34540156,-0.1359323,0.15940495,0.05069906,0.10780557,-0.2290073,0.104967736,-0.45138356,0.28409192,-0.29612747,0.14188784,-0.10835196,-0.10190815,0.27070576,-0.20865306,-0.1510797,-0.13111946,-0.09053961,-0.14215033,0.13674997,0.29074624,-0.022252617,-0.097096704,-0.1630091,-0.2569582,0.20357826,0.09002594,0.20375346,-0.20949139,0.15042491,-0.18616796,0.18932812,0.26244825,-0.16600482,-0.18701065,-0.13901788,-0.25832728,-0.030831851,0.44346866,0.22557305,-0.17506012,0.016500164,-0.16283655,0.24782728,-0.14183666,0.12287899,0.19535922,0.26449984,-0.54098785
TCGA-E9-A1N6-11A-32R-A144-07,0.2183246,-0.4477386,-0.032249816,0.10602906,-0.020949647,0.1823675,-0.2747284,0.08721717,-0.47388855,0.22108336,-0.25419432,0.12323674,-0.10158987,-0.0414286,0.41435528,-0.26033172,-0.21879232,-0.065258324,-0.2893524,-0.14466766,0.09950315,0.2691261,-0.1100215,-0.3047867,-0.21103662,-0.3318998,0.17496076,0.05615779,0.20482178,-0.17210816,0.13320448,-0.09767158,0.21007158,0.2600341,-0.11857412,-0.15417095,-0.09848421,-0.20077683,0.054509323,0.39500105,0.21322191,-0.25567228,0.05838581,-0.12746204,0.25192553,-0.18995063,0.14935306,0.24586391,0.19302294,-0.45468447
TCGA-E9-A1N9-11A-71R-A14D-07,0.16044597,-0.31774694,-0.0809616,0.1254863,-0.028425517,0.1284384,-0.28628737,0.010286059,-0.43457988,0.25100112,-0.29225636,0.19734077,-0.15763383,-0.04694411,0.3035296,-0.21687746,-0.19661307,-0.03921417,-0.24247742,-0.18630679,0.015890198,0.25971395,-0.05868721,-0.21525154,-0.22919539,-0.28904977,0.17674257,0.05389687,0.2046438,-0.1977831,0.18382457,-0.20303294,0.1775039,0.23543783,-0.17718188,-0.13116978,-0.074159265,-0.23999631,0.017999643,0.49697775,0.30037874,-0.3000195,0.10577249,-0.098860495,0.22021987,-0.13427244,0.1809774,0.23325263,0.22445485,-0.43703765
TCGA-E9-A1NA-11A-33R-A144-07,0.18996954,-0.40168932,0.11321007,0.12165614,-0.13560106,0.21744569,-0.2814806,0.04624956,-0.41734445,0.12386462,-0.15149228,0.16288367,-0.11276932,-0.030154679,0.405566,-0.30261457,-0.24070618,-0.05634549,-0.26019093,-0.13088584,0.0701249,0.25791734,-0.22012712,-0.37735355,-0.20728943,-0.3340137,0.19807933,0.10085427,0.19184421,-0.13507238,0.14945257,-0.120865874,0.21308963,0.26726753,-0.13598159,-0.13053949,-0.09599508,-0.21406302,0.0057700523,0.41750032,0.25224406,-0.26038694,0.16463643,-0.12216312,0.21687363,-0.17421974,0.18038437,0.30088744,0.1347158,-0.33608055
TCGA-E9-A1ND-11A-43R-A144-07,0.13932465,-0.4780299,0.1301847,0.0596297,-0.24746719,0.25136772,-0.21700685,0.24218935,-0.25860772,0.101539254,0.010646307,0.06881759,-0.031378325,0.087504625,0.30344543,-0.28792825,-0.35470968,-0.07444241,-0.5104892,-0.09806094,0.22135743,0.23757346,-0.119190894,-0.46237916,-0.11689411,-0.32840165,0.1688344,0.20912871,0.13644508,0.09364624,-0.0022713265,0.17193821,0.22816305,0.22339824,-0.08230256,-0.12253381,-0.22011118,-0.28124455,0.007810435,0.21659808,0.15692785,-0.25376764,0.15866096,-0.13933532,0.27777836,-0.31301522,0.18233348,0.43206477,0.07034783,-0.38409778
TCGA-E9-A1NF-11A-73R-A14D-07,0.19603631,-0.3554327,0.29398745,0.11795941,-0.34079245,0.38224795,-0.22349912,-0.08918817,0.007790663,-0.04128413,0.12769653,0.13050812,-0.1604686,0.15483202,0.5052698,-0.4383412,-0.34739122,-0.081661135,-0.17753038,-0.038314022,-0.13172719,0.2713921,-0.4926842,-0.6337648,-0.32299575,-0.23371513,0.30978495,0.1101146,0.27077833,-0.10893777,0.26152998,-0.24135557,0.2514868,0.27120918,-0.2784608,-0.20954256,0.028563181,-0.049326383,0.16506866,0.4230156,0.20734973,-0.33696294,0.35903335,-0.06075091,0.066629626,-0.24079168,0.122065544,0.20519546,-0.122897394,0.2092157
TCGA-E9-A1NG-11A-52R-A14M-07,0.18334074,-0.4599325,0.17640127,0.09817765,-0.24206102,0.27475512,-0.33184755,-0.003930426,-0.2820807,0.030014977,-0.108931,0.07804414,-0.16008927,0.06762752,0.4087368,-0.35853514,-0.2884902,-0.091466986,-0.24929857,-0.06663274,-0.0813263,0.27100536,-0.3585701,-0.56803155,-0.24620093,-0.28080252,0.27754188,0.050572746,0.2293871,-0.09125861,0.16523121,-0.21803302,0.19637065,0.29379374,-0.20787126,-0.17951319,-0.0738439,-0.14712419,0.16619581,0.49076545,0.22102575,-0.32068282,0.2535731,-0.13495065,0.12846175,-0.20071779,0.18251246,0.2918767,0.04236422,-0.116172165
